query,original_url,archive_url,title,snippet,archive_date,year
abandono rural,http://vilarmaior1.blogs.sapo.pt/72710.html,https://arquivo.pt/wayback/20100204164646/http://vilarmaior1.blogs.sapo.pt/72710.html,Abandono rural - vilarmaior1,"<em>Abandono</em> <em>rural</em> - vilarmaior1 &nbsp; &laquo; post anterior | home | post seguinte &raquo; Sexta-feira, 7 de Novembro de 2008 <em>Abandono</em> <em>rural</em> Ano ap&oacute;s ano o mato de tapadas e cabe&ccedil;os desce &agrave;s veigas e nelas crescem e prosperam silvas e giestas. As videiras e &aacute;rvores de fruto entrela&ccedil;am-se com as silvas numa luta pela<span class=""ellipsis""> ... </span>",1265302006,2010
abandono rural,http://eirense.blogs.sapo.pt/19669.html,https://arquivo.pt/wayback/20100118072242/http://eirense.blogs.sapo.pt/19669.html,O abandono Rural - Eiras - Chaves,"O <em>abandono</em> <em>Rural</em> - Eiras - Chaves Eiras - Chaves &laquo; post anterior | home | post seguinte &raquo; Quinta-feira, 14 de Fevereiro de 2008 O <em>abandono</em> <em>Rural</em> Depois de ler um coment&aacute;rio deixado no Eirense<span class=""ellipsis""> ... </span> Fevereiro de 2008 &agrave;s 10:05 De facto &eacute; pena ver este <em>abandono</em>. Mas d&atilde;o sempre lindas fotos. parab&eacute;ns<span class=""ellipsis""> ... </span>",1263799362,2010
abandono rural,http://ambio.blogspot.com/2006/04/ideias-trgicas-para-o-mundo-rural.html?showComment=1146385800000,https://arquivo.pt/wayback/20100803150409/http://ambio.blogspot.com/2006/04/ideias-trgicas-para-o-mundo-rural.html?showComment=1146385800000,ambio: Ideias trágicas para o mundo rural," riqueza, promove o <em>abandono</em> <em>rural</em> e ateia os infernais inc&ecirc;ndios de Ver&atilde;o ir&aacute; continuar, at&eacute; que o<span class=""ellipsis""> ... </span>ambio: Ideias tr&aacute;gicas para o mundo <em>rural</em> ambio Blogue de Reflex&atilde;o sobre Ambiente e Sociedade Domingo, Abril 30, 2006 Ideias tr&aacute;gicas para o mundo <em>rural</em> Pode Portugal prescindir de 60% do seu<span class=""ellipsis""> ... </span>",1280847849,2010
abandono rural,http://ambio.blogspot.com/2009/06/um-novo-conceito-de-ocupacao-do-mundo_11.html?showComment=1244817004143,https://arquivo.pt/wayback/20100805122724/http://ambio.blogspot.com/2009/06/um-novo-conceito-de-ocupacao-do-mundo_11.html?showComment=1244817004143,ambio: Um novo uso para o espaço rural?," humana pode ser substitu&iacute;da por agentes naturais de transforma&ccedil;&atilde;o da paisagem. O <em>abandono</em> <em>rural</em> pode<span class=""ellipsis""> ... </span> <em>abandono</em> <em>rural</em>, ou aproveitamos esta tend&ecirc;ncia de despovoamento <em>rural</em> para promover mudan&ccedil;as mais<span class=""ellipsis""> ... </span> os agricultores para jardinar o campo. A ideia &eacute; aproveitar o <em>abandono</em> <em>rural</em> por parte dos<span class=""ellipsis""> ... </span>",1281011244,2010
abandono rural,http://covilha.blogspot.com/2006/09/i-jornadas-ibricas-de-recuperao-de.html,https://arquivo.pt/wayback/20100803134931/http://covilha.blogspot.com/2006/09/i-jornadas-ibricas-de-recuperao-de.html,Montanha: I Jornadas Ibéricas de Recuperação de Aldeias Abandonadas," <em>abandono</em> <em>rural</em> em Portugal (orador a confirmar) 12h 30m Almo&ccedil;o* Programas Institucionais de<span class=""ellipsis""> ... </span> de abertura 9h30m Palestra (orador a confirmar) 11h Palestra sobre a hist&oacute;ria do <em>abandono</em> <em>rural</em> em<span class=""ellipsis""> ... </span> resultado &eacute; um <em>Rural</em> sem territ&oacute;rio, aldeias que j&aacute; n&atilde;o s&atilde;o aldeias onde j&aacute; n&atilde;o se distingue o <em>rural</em><span class=""ellipsis""> ... </span>",1280843371,2010
abandono rural,http://www.jornalavezinha.com/noticia.asp?idEdicao=229&id=11059&idSeccao=1999&Action=noticia,https://arquivo.pt/wayback/20100927213041/http://www.jornalavezinha.com/noticia.asp?idEdicao=229&id=11059&idSeccao=1999&Action=noticia,"a Avezinha, jornal algarvio - 23-09-2010 - Opinião - A ruína do sector produtivo"," <em>abandono</em> <em>rural</em> e o despovoamento acelerado das aldeias. Vive-se num profundo desleixo, sem<span class=""ellipsis""> ... </span> tradicional. N&atilde;o &eacute; aceit&aacute;vel o desinvestimento no Mundo <em>Rural</em> e a excessiva concentra&ccedil;&atilde;o econ&oacute;mica e urbana<span class=""ellipsis""> ... </span> profunda, revela o desprezo que os pol&iacute;ticos t&ecirc;m pelo Mundo <em>Rural</em>. A agricultura &eacute; o parente pobre da<span class=""ellipsis""> ... </span>",1285623041,2010
abandono rural,http://www.jornalavezinha.com/noticia.asp?idEdicao=229&id=11059&idSeccao=1999&Action=noticia,https://arquivo.pt/wayback/20100929184944/http://www.jornalavezinha.com/noticia.asp?idEdicao=229&id=11059&idSeccao=1999&Action=noticia,"a Avezinha, jornal algarvio - 23-09-2010 - Opinião - A ruína do sector produtivo"," <em>abandono</em> <em>rural</em> e o despovoamento acelerado das aldeias. Vive-se num profundo desleixo, sem<span class=""ellipsis""> ... </span> tradicional. N&atilde;o &eacute; aceit&aacute;vel o desinvestimento no Mundo <em>Rural</em> e a excessiva concentra&ccedil;&atilde;o econ&oacute;mica e urbana<span class=""ellipsis""> ... </span> profunda, revela o desprezo que os pol&iacute;ticos t&ecirc;m pelo Mundo <em>Rural</em>. A agricultura &eacute; o parente pobre da<span class=""ellipsis""> ... </span>",1285786184,2010
abandono rural,http://www.jornalnordeste.com/noticia.asp?idEdicao=313&id=13971&idSeccao=2809&Action=noticia,https://arquivo.pt/wayback/20100506203105/http://www.jornalnordeste.com/noticia.asp?idEdicao=313&id=13971&idSeccao=2809&Action=noticia,Jornal Nordeste - 27-04-2010 - Informação Regional - A pé pelo Portugal profundo,", pobreza e <em>abandono</em> <em>rural</em> crescentes. Casas vandalizadas, num lugar como Lama Grande; e, que a<span class=""ellipsis""> ... </span> | Ficha T&eacute;cnica | Classificados Edi&ccedil;&atilde;o Actual 1&ordf; P&aacute;gina Informa&ccedil;&atilde;o Regional Nordeste <em>Rural</em> Nordeste<span class=""ellipsis""> ... </span> Arquivo: Edi&ccedil;&atilde;o de 27-04-2010 Sec&ccedil;&atilde;o: Informa&ccedil;&atilde;o Regional <em>Abandono</em>, pobreza e desertifica&ccedil;&atilde;o, assumem<span class=""ellipsis""> ... </span>",1273177865,2010
abandono rural,http://www.jornalnordeste.com/noticia.asp?idEdicao=313&id=13971&idSeccao=2809&Action=noticia,https://arquivo.pt/wayback/20100430162934/http://www.jornalnordeste.com/noticia.asp?idEdicao=313&id=13971&idSeccao=2809&Action=noticia,Jornal Nordeste - 27-04-2010 - Informação Regional - A pé pelo Portugal profundo," observa&ccedil;&atilde;o e senti-me triste por constatar uma desertifica&ccedil;&atilde;o, pobreza e <em>abandono</em> <em>rural</em> crescentes. Casas<span class=""ellipsis""> ... </span> | Ficha T&eacute;cnica | Classificados 1&ordf; P&aacute;gina Informa&ccedil;&atilde;o Regional Nordeste <em>Rural</em> Nordeste Desportivo Cultura<span class=""ellipsis""> ... </span>: Informa&ccedil;&atilde;o Regional <em>Abandono</em>, pobreza e desertifica&ccedil;&atilde;o, assumem-se como realidades no di&aacute;rio de viagem de<span class=""ellipsis""> ... </span>",1272644974,2010
abandono rural,http://aeiou.visao.pt/gen.pl?p=print&op=view&fokey=vs.stories/581235&sid=vs.sections/25366,https://arquivo.pt/wayback/20101209015342/http://aeiou.visao.pt/gen.pl?p=print&op=view&fokey=vs.stories/581235&sid=vs.sections/25366,Visão.pt," at&eacute; <em>abandono</em> do espa&ccedil;o <em>rural</em>, com consequente perda de produtividade, de biodiversidade e de valor. O <em>abandono</em> <em>rural</em> levou &agrave; n&atilde;o gest&atilde;o e &agrave; homogeneiza&ccedil;&atilde;o do territ&oacute;rio, e muitas destas &aacute;reas rurais<span class=""ellipsis""> ... </span> incentivos a boas pr&aacute;ticas de gest&atilde;o e contribuir para a revitaliza&ccedil;&atilde;o do espa&ccedil;o <em>rural</em> Portugu&ecirc;s. Uma<span class=""ellipsis""> ... </span>",1291859622,2010
