query,original_url,archive_url,title,snippet,archive_date,year
desenvolvimento rural,http://www.min-agricultura.pt/,https://arquivo.pt/wayback/20040915081741/http://www.min-agricultura.pt/,,,1095236261,2004
desenvolvimento rural,http://www.min-agricultura.pt/,https://arquivo.pt/wayback/20041030084536/http://www.min-agricultura.pt/,,,1099125936,2004
desenvolvimento rural,http://www.agroportal.pt/agros/drural/index.htm,https://arquivo.pt/wayback/20040215041943/http://www.agroportal.pt/agros/drural/index.htm,Agroportal - Desenvolvimento Rural,"Agroportal - <em>Desenvolvimento</em> <em>Rural</em> [&nbsp; P&aacute;gina&nbsp;inicial &nbsp;] [&nbsp; AgroNot&iacute;cias &nbsp;] [&nbsp; Pesquisar<span class=""ellipsis""> ... </span> &nbsp;] [&nbsp; Regional &nbsp;] [&nbsp; Sociedade&nbsp;e&nbsp;Cultura &nbsp;] [&nbsp; Turismo &nbsp;] P&aacute;gina inicial &gt; Agros &gt; <em>Desenvolvimento</em> <em>Rural</em> &nbsp; &nbsp; <em>DESENVOLVIMENTO</em> <em>RURAL</em> [&nbsp; Leader &nbsp;] [ Ruris @ ] A diversifica&ccedil;&atilde;o de actividades em meio <em>rural</em> O<span class=""ellipsis""> ... </span>",1076818783,2004
desenvolvimento rural,http://www.sativa.pt/menu.asp?x=223&pag=22,https://arquivo.pt/wayback/20040101035846/http://www.sativa.pt/menu.asp?x=223&pag=22,"SATIVA, Desenvolvimento Rural, Lda","SATIVA, <em>Desenvolvimento</em> <em>Rural</em>, Lda &nbsp;&nbsp;&nbsp;&nbsp;Pesquisa Naturlink &nbsp;&nbsp;&nbsp; &nbsp; Elisabeth Rindeisch Sousa e Costa<span class=""ellipsis""> ... </span> para IE 5.x Resolu&ccedil;&atilde;o M&iacute;nima 800x600 &copy; Copyright 2001 SATIVA - <em>Desenvolvimento</em> <em>Rural</em>, Lda. Todos os direitos reservados Desenvolvido por PMC SYSTEMS Coment&aacute;rios e Sugest&otilde;es<span class=""ellipsis""> ... </span>",1072929526,2004
desenvolvimento rural,http://www.sativa.pt/menu.asp?x=9&pag=4,https://arquivo.pt/wayback/20040107210053/http://www.sativa.pt/menu.asp?x=9&pag=4,"SATIVA, Desenvolvimento Rural, Lda","SATIVA, <em>Desenvolvimento</em> <em>Rural</em>, Lda &nbsp;&nbsp;&nbsp;&nbsp;Pesquisa Naturlink &nbsp;&nbsp;&nbsp; &nbsp; &nbsp; Se os su&iacute;nos que produz t&ecirc;m uma alimenta&ccedil;&atilde;o ou maneio diferentes, o agrupamento de produtores ou empresa dever&aacute; elaborar um caderno<span class=""ellipsis""> ... </span> para IE 5.x Resolu&ccedil;&atilde;o M&iacute;nima 800x600 &copy; Copyright 2001 SATIVA - <em>Desenvolvimento</em> <em>Rural</em>, Lda. Todos os<span class=""ellipsis""> ... </span>",1073509253,2004
desenvolvimento rural,http://www.confagri.pt/ApoiosFinanceiros/ApoiosInvestimento/apoiosinvestimento.htm,https://arquivo.pt/wayback/20040206103817/http://www.confagri.pt/ApoiosFinanceiros/ApoiosInvestimento/apoiosinvestimento.htm,Apoios ao Investimento e Desenvolvimento Rural,"Apoios ao Investimento e <em>Desenvolvimento</em> <em>Rural</em> &nbsp; &nbsp; &nbsp; &nbsp; Pesquisar &nbsp;&nbsp; &nbsp; Todas as &Aacute;reas Apresenta&ccedil;&atilde;o Estrutura Associada Forma&ccedil;&atilde;o Profissional Publica&ccedil;&otilde;es Pol&iacute;tica Agr&iacute;cola Avisos Agr&iacute;colas Agenda de<span class=""ellipsis""> ... </span> <em>Desenvolvimento</em> <em>Rural</em> &nbsp; &nbsp; &nbsp; Apresenta&ccedil;&atilde;o &nbsp;&nbsp;|&nbsp;&nbsp; Estrutura Associada &nbsp;&nbsp;|&nbsp;&nbsp; Forma&ccedil;&atilde;o Profissional<span class=""ellipsis""> ... </span>",1076063897,2004
desenvolvimento rural,http://www.qca.pt/po/agro/default.html,https://arquivo.pt/wayback/20040604064102/http://www.qca.pt/po/agro/default.html,QCAIII - PO Agricultura e Desenvolvimento Rural,"QCAIII - PO Agricultura e <em>Desenvolvimento</em> <em>Rural</em><span class=""ellipsis""> ... </span>",1086331262,2004
desenvolvimento rural,http://www.qca.pt/po/agro/default.html,https://arquivo.pt/wayback/20040406154208/http://www.qca.pt/po/agro/default.html,QCAIII - PO Agricultura e Desenvolvimento Rural,"QCAIII - PO Agricultura e <em>Desenvolvimento</em> <em>Rural</em><span class=""ellipsis""> ... </span>",1081266128,2004
desenvolvimento rural,http://www.idrha.min-agricultura.pt/,https://arquivo.pt/wayback/20041124093023/http://www.idrha.min-agricultura.pt/,IDRHa - Instituto de Desenvolvimento Rural e Hidráulica,"IDRHa - Instituto de <em>Desenvolvimento</em> <em>Rural</em> e Hidr&aacute;ulica [&nbsp;Entrada&nbsp;] [&nbsp; Quem&nbsp;Somos &nbsp;] [&nbsp; Sectores&nbsp;de<span class=""ellipsis""> ... </span> das altera&ccedil;&otilde;es &agrave; lei org&acirc;nica do Minist&eacute;rio da Agricultura, <em>Desenvolvimento</em> <em>Rural</em> e Pescas aprovadas<span class=""ellipsis""> ... </span> <em>Rural</em> e Hidr&aacute;ulica,&nbsp; em resultado da fus&atilde;o da Direc&ccedil;&atilde;o Geral de <em>Desenvolvimento</em> <em>Rural</em>&nbsp; (DGDRural)&nbsp; e<span class=""ellipsis""> ... </span>",1101288623,2004
desenvolvimento rural,http://www.idrha.min-agricultura.pt/,https://arquivo.pt/wayback/20040610113310/http://www.idrha.min-agricultura.pt/,IDRHa - Instituto de Desenvolvimento Rural e Hidráulica,"IDRHa - Instituto de <em>Desenvolvimento</em> <em>Rural</em> e Hidr&aacute;ulica [&nbsp;Entrada&nbsp;] [&nbsp; Quem&nbsp;Somos &nbsp;] [&nbsp; Sectores&nbsp;de<span class=""ellipsis""> ... </span> das altera&ccedil;&otilde;es &agrave; lei org&acirc;nica do Minist&eacute;rio da Agricultura, <em>Desenvolvimento</em> <em>Rural</em> e Pescas aprovadas<span class=""ellipsis""> ... </span> <em>Rural</em> e Hidr&aacute;ulica,&nbsp; em resultado da fus&atilde;o da Direc&ccedil;&atilde;o Geral de <em>Desenvolvimento</em> <em>Rural</em>&nbsp; (DGDRural)&nbsp; e<span class=""ellipsis""> ... </span>",1086867190,2004
desenvolvimento rural,http://www.ihera.min-agricultura.pt/,https://arquivo.pt/wayback/20040906120251/http://www.ihera.min-agricultura.pt/,IDRHa - Instituto de Desenvolvimento Rural e Hidráulica,"IDRHa - Instituto de <em>Desenvolvimento</em> <em>Rural</em> e Hidr&aacute;ulica [&nbsp;Entrada&nbsp;] [&nbsp; Quem&nbsp;Somos &nbsp;] [&nbsp; Sectores&nbsp;de<span class=""ellipsis""> ... </span> das altera&ccedil;&otilde;es &agrave; lei org&acirc;nica do Minist&eacute;rio da Agricultura, <em>Desenvolvimento</em> <em>Rural</em> e Pescas aprovadas<span class=""ellipsis""> ... </span> <em>Rural</em> e Hidr&aacute;ulica,&nbsp; em resultado da fus&atilde;o da Direc&ccedil;&atilde;o Geral de <em>Desenvolvimento</em> <em>Rural</em>&nbsp; (DGDRural)&nbsp; e<span class=""ellipsis""> ... </span>",1094472171,2004
desenvolvimento rural,http://www.ihera.min-agricultura.pt/,https://arquivo.pt/wayback/20041212041337/http://www.ihera.min-agricultura.pt/,IDRHa - Instituto de Desenvolvimento Rural e Hidráulica,"IDRHa - Instituto de <em>Desenvolvimento</em> <em>Rural</em> e Hidr&aacute;ulica &nbsp; &nbsp; &nbsp; Comiss&otilde;es em que o IDRHa participa<span class=""ellipsis""> ... </span> org&acirc;nica do Minist&eacute;rio da Agricultura, <em>Desenvolvimento</em> <em>Rural</em> e Pescas aprovadas pelo Decreto-Lei n.&ordm; 246/2002 , de 8 de Novembro de 2002, foi criado o Instituto de <em>Desenvolvimento</em> <em>Rural</em> e Hidr&aacute;ulica,&nbsp; em<span class=""ellipsis""> ... </span>",1102824817,2004
